superid,round,game,showScore,initScore,payoff,cumulativePayoff,cPayoffS,WealthLevel,coop,local_rate_coop,degree,happ,harm,gender,age,prac_coop,initHapp,prac_cpayoff,initDegree,initNsize,prev_degree,post_coop_local_coop_harm_rate,country3,yindex,rank,post_coop_local_coop_rate,post_coop_local_harm_rate,n_rewiring_chances,n_size,p_rewiring_chances,cPayoffS2,cumulativePayoffS,cumulativePayoffS2,payoffS,age2
20606,6,206,0,200,100,900,-0.307336965701402,Middle,0,0.5,2,1,0,female,2,0,1,900,1,11,2,0.5,India,0.509301257448038,0.625,0.5,0,1,9,0.125,0.0944560104865448,0.09,0.0081,0.01,4
20606,7,206,0,200,0,900,-0.460170492425002,Middle,0,0.5,2,1,0,female,2,0,1,900,1,11,2,0,India,0.602405008265456,0.25,0.5,0.5,4,9,0.5,0.211756882098669,0.09,0.0081,0,4
20606,8,206,0,200,200,1100,-0.366127568207074,Middle,0,1,1,1,0,female,2,0,1,900,1,11,2,1,India,0.545296378180749,0.375,1,0,2,9,0.25,0.134049396201226,0.11,0.0121,0.02,4
20606,9,206,0,200,100,1200,-0.252940554561994,Middle,0,1,1,1,0,female,2,0,1,900,1,11,1,1,India,0.465084245484956,0.428571428571429,1,0,3,8,0.428571428571429,0.0639789241421291,0.12,0.0144,0.01,4
20606,10,206,0,200,-100,1100,-0.460139538685526,Middle,0,0,1,1,0,female,2,0,1,900,1,11,1,-1,India,0.599824755786489,0.214285714285714,0,1,2,8,0.285714285714286,0.211728395061729,0.11,0.0121,-0.01,4
20606,11,206,0,200,-100,1000,-0.568604569627999,Poorer,0,0,NA,1,0,female,2,0,1,900,1,11,1,-1,India,0.695792433886894,0.142857142857143,0,1,3,8,0.428571428571429,0.323311156601842,0.1,0.01,-0.01,4
20606,12,206,0,200,0,1000,-0.669438681395203,Poorer,NA,NA,NA,-1,0,female,2,0,1,900,1,11,NA,NA,India,0.798762063028367,0.142857142857143,NA,NA,3,8,0.428571428571429,0.448148148148148,0.1,0.01,0,4
20606,13,206,0,200,0,1000,-0.664202714652604,Poorer,NA,NA,NA,-1,0,female,2,0,1,900,1,11,NA,NA,India,0.82048570633557,0.166666666666667,NA,NA,3,7,0.5,0.441165246151889,0.1,0.01,0,4
20606,14,206,0,200,0,1000,-0.784028154003485,Poorer,NA,NA,NA,-1,0,female,2,0,1,900,1,11,NA,NA,India,0.917886619321153,0.166666666666667,NA,NA,2,7,0.333333333333333,0.614700146270112,0.1,0.01,0,4
20606,15,206,0,200,0,1000,-0.813452224151751,Poorer,NA,NA,NA,-1,0,female,2,0,1,900,1,11,NA,NA,India,0.923607212838968,0.166666666666667,NA,NA,2,7,0.333333333333333,0.661704520977431,0.1,0.01,0,4
20608,0,206,0,200,NA,200,-0.449466574975495,Middle,NA,NA,2,2,NA,male,-5,2,2,100,2,11,NA,NA,India,0.449466574975495,0.4,NA,NA,0,11,0,0.202020202020202,0.02,4e-04,NA,25
20608,1,206,0,200,100,300,-0.386523633644452,Middle,1,NA,4,1,0,male,-5,2,2,100,2,11,2,1,India,0.475721395254711,0.6875,1,0,3,9,0.375,0.149400519365711,0.03,9e-04,0.01,25
20608,2,206,0,200,100,400,-0.319520814030219,Middle,1,0.75,4,1,0,male,-5,2,2,100,2,11,4,0.75,India,0.479281221045329,0.5625,0.75,0,0,9,0,0.102093550598534,0.04,0.0016,0.01,25
20608,3,206,0,200,100,500,-0.315366611194177,Middle,1,0.75,4,2,0,male,-5,2,2,100,2,11,4,0.75,India,0.525611018656962,0.5625,0.75,0,0,9,0,0.0994560994560992,0.05,0.0025,0.01,25
20608,4,206,0,200,100,600,-0.342883931710788,Middle,1,0.75,5,1,0,male,-5,2,2,100,2,11,4,0.75,India,0.535756143298107,0.5625,0.75,0,1,9,0.125,0.117569390625448,0.06,0.0036,0.01,25
20608,5,206,0,200,150,750,-0.324512562439027,Middle,1,0.8,4,1,0,male,-5,2,2,100,2,11,5,0.8,India,0.528491887400702,0.5,0.8,0,1,9,0.125,0.105308403180743,0.075,0.005625,0.015,25
20608,6,206,0,200,100,850,-0.386366471167477,Middle,1,0.75,4,1,0,male,-5,2,2,100,2,11,4,0.75,India,0.544425482099627,0.375,0.75,0,0,9,0,0.149279050042409,0.085,0.007225,0.01,25
20608,7,206,0,200,100,950,-0.384869866391819,Middle,1,0.75,4,1,0,male,-5,2,2,100,2,11,4,0.75,India,0.552204590910002,0.375,0.75,0,1,9,0.125,0.148124814056457,0.095,0.009025,0.01,25
20608,8,206,0,200,100,1050,-0.436237102544599,Middle,1,0.75,5,1,0,male,-5,2,2,100,2,11,4,0.75,India,0.592036067739099,0.25,0.75,0,1,9,0.125,0.190302809636507,0.105,0.011025,0.01,25
20608,9,206,0,200,50,1100,-0.383490518206894,Middle,1,0.75,3,1,0,male,-5,2,2,100,2,11,5,0.6,India,0.546677972763019,0.285714285714286,0.6,0,3,8,0.428571428571429,0.147064977554592,0.11,0.0121,0.005,25
20608,10,206,0,200,150,1250,-0.262936879248872,Middle,1,1,3,1,0,male,-5,2,2,100,2,11,3,1,India,0.47657309363858,0.428571428571429,1,0,1,8,0.142857142857143,0.0691358024691359,0.125,0.015625,0.015,25
20608,11,206,0,200,50,1300,-0.209485894073473,Middle,1,0.666666666666667,4,1,0,male,-5,2,2,100,2,11,3,0.666666666666667,India,0.448898344443157,0.5,0.666666666666667,0,1,8,0.142857142857143,0.0438843398157624,0.13,0.0169,0.005,25
20608,12,206,0,200,200,1500,-0.0608580619450185,Middle,1,1,5,1,0,male,-5,2,2,100,2,11,4,1,India,0.387970144899493,0.571428571428571,1,0,2,8,0.285714285714286,0.00370370370370371,0.15,0.0225,0.02,25
20608,13,206,0,200,250,1750,0.361404418266858,Middle,1,1,5,1,0,male,-5,2,2,100,2,11,5,1,India,0.195353739603707,0.666666666666667,1,0,2,7,0.333333333333333,0.130613153542806,0.175,0.030625,0.025,25
20608,14,206,0,200,50,1800,0.28683956853786,Middle,1,0.8,5,1,0,male,-5,2,2,100,2,11,5,0.6,India,0.210349016927764,0.666666666666667,0.8,0.2,1,7,0.166666666666667,0.0822769380789857,0.18,0.0324,0.005,25
20608,15,206,0,200,-50,1750,0.0762611460142266,Middle,1,0.6,4,1,0,male,-5,2,2,100,2,11,5,0.4,India,0.296571123388659,0.5,0.6,0.2,0,7,0,0.00581576239140319,0.175,0.030625,-0.005,25
20611,0,206,0,200,NA,200,-0.449466574975495,Middle,NA,NA,3,0,NA,male,0,2,0,500,3,11,NA,NA,US,0.449466574975495,0.4,NA,NA,0,11,0,0.202020202020202,0.02,4e-04,NA,0
20611,1,206,0,200,50,250,-0.52032027605984,Poorer,1,NA,3,-1,0,male,0,2,0,500,3,11,3,0.666666666666667,US,0.535186569661549,0.3125,0.666666666666667,0,1,9,0.125,0.270733189678988,0.025,0.000625,0.005,0
20611,2,206,0,200,50,300,-0.580946934600399,Poorer,1,0.666666666666667,3,1,0,male,0,2,0,500,3,11,3,0.666666666666667,US,0.624517954695429,0.3125,0.666666666666667,0,2,9,0.25,0.3374993408216,0.03,9e-04,0.005,0
20611,3,206,0,200,50,350,-0.670154048787627,Poorer,1,0.666666666666667,5,1,0,male,0,2,0,500,3,11,3,0.666666666666667,US,0.735855426119747,0.25,0.666666666666667,0,3,9,0.375,0.449106449106449,0.035,0.001225,0.005,0
20611,4,206,0,200,150,500,-0.535756143298107,Poorer,1,0.8,5,2,0,male,0,2,0,500,3,11,5,0.8,US,0.65362249482369,0.25,0.8,0,0,9,0,0.287034645081662,0.05,0.0025,0.015,0
20611,5,206,0,200,150,650,-0.49140473740767,Middle,1,0.8,6,2,0,male,0,2,0,500,3,11,5,0.8,US,0.630481549881539,0.25,0.8,0,2,9,0.25,0.241478615946701,0.065,0.004225,0.015,0
20611,6,206,0,200,200,850,-0.386366471167477,Middle,1,0.833333333333333,6,2,0,male,0,2,0,500,3,11,6,0.833333333333333,US,0.544425482099627,0.375,0.833333333333333,0,0,9,0,0.149279050042409,0.085,0.007225,0.02,0
20611,7,206,0,200,200,1050,-0.234268614325455,Middle,1,0.833333333333333,6,2,0,male,0,2,0,500,3,11,6,0.833333333333333,US,0.47690396487682,0.625,0.833333333333333,0,1,9,0.125,0.0548817836579688,0.105,0.011025,0.02,0
20611,8,206,0,200,200,1250,-0.1557989651945,Middle,1,0.833333333333333,7,2,0,male,0,2,0,500,3,11,6,0.833333333333333,US,0.444027050804324,0.625,0.833333333333333,0,1,9,0.125,0.024273317555677,0.125,0.015625,0.02,0
20611,9,206,0,200,150,1400,0.00815937272780625,Middle,1,0.833333333333333,6,2,0,male,0,2,0,500,3,11,7,0.714285714285714,US,0.342693654567862,0.714285714285714,0.714285714285714,0,2,8,0.285714285714286,6.65753633112684e-05,0.14,0.0196,0.015,0
20611,10,206,0,200,0,1400,-0.065734219812218,Middle,1,0.666666666666667,6,1,0,male,0,2,0,500,3,11,6,0.5,US,0.377971763920253,0.571428571428571,0.666666666666667,0.166666666666667,1,8,0.142857142857143,0.00432098765432099,0.14,0.0196,0,0
20611,11,206,0,200,-100,1300,-0.209485894073473,Middle,1,0.5,4,0,0,male,0,2,0,500,3,11,6,0.333333333333333,US,0.448898344443157,0.5,0.5,0.166666666666667,3,8,0.428571428571429,0.0438843398157624,0.13,0.0169,-0.01,0
20611,12,206,0,200,100,1400,-0.182574185835055,Middle,1,0.75,4,1,0,male,0,2,0,500,3,11,4,0.75,US,0.448828206844511,0.428571428571429,0.75,0,0,8,0,0.0333333333333332,0.14,0.0196,0.01,0
20611,13,206,0,200,100,1500,0.0195353739603706,Middle,1,1,4,1,0,male,0,2,0,500,3,11,4,0.75,US,0.341869044306488,0.5,0.75,0,1,7,0.166666666666667,0.000381630835771526,0.15,0.0225,0.01,0
20611,14,206,0,200,200,1700,0.152981103220192,Middle,1,1,4,2,0,male,0,2,0,500,3,11,4,1,US,0.267716930635336,0.5,1,0,1,7,0.166666666666667,0.023403217942467,0.17,0.0289,0.02,0
20611,15,206,0,200,100,1800,0.135575370691958,Middle,1,0.75,4,1,0,male,0,2,0,500,3,11,4,0.75,US,0.271150741383917,0.666666666666667,0.75,0,2,7,0.333333333333333,0.0183806811382618,0.18,0.0324,0.01,0
20613,0,206,0,200,NA,200,-0.449466574975495,Middle,NA,NA,3,1,NA,male,2,1,1,400,3,11,NA,NA,Other,0.449466574975495,0.4,NA,NA,0,11,0,0.202020202020202,0.02,4e-04,NA,4
20613,1,206,0,200,50,250,-0.52032027605984,Poorer,0,NA,1,1,1,male,2,1,1,400,3,11,3,0.666666666666667,Other,0.535186569661549,0.3125,0.666666666666667,0,2,9,0.25,0.270733189678988,0.025,0.000625,0.005,4
20613,2,206,0,200,-50,200,-0.842373055170578,Poorer,0,0,1,1,1,male,2,1,1,400,3,11,1,0,Other,0.842373055170578,0,0,0,2,9,0.25,0.709592364077414,0.02,4e-04,-0.005,4
20613,3,206,0,200,-50,150,-1.14320396557889,Poorer,1,0,1,1,0,male,2,1,1,400,3,11,1,0,Other,1.14320396557889,0,0,0,0,9,0,1.3069153069153,0.015,0.000225,-0.005,4
20613,4,206,0,200,-50,100,-1.30724498964738,Poorer,1,0,3,1,0,male,2,1,1,400,3,11,1,0,Other,1.30724498964738,0,0,0,4,9,0.5,1.70888946295818,0.01,1e-04,-0.005,4
20613,5,206,0,200,50,150,-1.32586561225088,Poorer,1,0.666666666666667,2,1,0,male,2,1,1,400,3,11,3,0.666666666666667,Other,1.32586561225088,0,0.666666666666667,0,3,9,0.375,1.7579196217494,0.015,0.000225,0.005,4
20613,6,206,0,200,100,250,-1.33472053676037,Poorer,0,0.5,2,1,0,male,2,1,1,400,3,11,2,0.5,Other,1.33472053676037,0,0.5,0,2,9,0.25,1.78147891124989,0.025,0.000625,0.01,4
20613,7,206,0,200,0,250,-1.43907863085637,Poorer,0,0.5,2,1,1,male,2,1,1,400,3,11,2,0.5,Other,1.43907863085637,0,0.5,0,2,9,0.25,2.07094730578744,0.025,0.000625,0,4
20613,8,206,0,200,0,250,-1.557989651945,Poorest,1,0.5,4,1,0,male,2,1,1,400,3,11,2,0.5,Other,1.557989651945,0,0.5,0,2,9,0.25,2.4273317555677,0.025,0.000625,0,4
20613,9,206,0,200,0,250,-1.49316520918854,Poorer,1,0.666666666666667,4,1,0,male,2,1,1,400,3,11,4,0.5,Other,1.49316520918854,0,0.5,0,3,8,0.428571428571429,2.22954234193106,0.025,0.000625,0,4
20613,10,206,0,200,0,250,-1.57762127549323,Poorest,0,0.5,4,1,1,male,2,1,1,400,3,11,4,0.5,Other,1.57762127549323,0,0.5,0,3,8,0.428571428571429,2.48888888888889,0.025,0.000625,0,4
20613,11,206,0,200,-100,150,-1.58610748369916,Poorest,0,0.25,2,1,1,male,2,1,1,400,3,11,4,0.25,Other,1.58610748369916,0,0.25,0,0,8,0,2.51573694984648,0.015,0.000225,-0.01,4
20613,12,206,0,200,0,150,-1.70402573446052,Poorest,0,0.5,1,1,1,male,2,1,1,400,3,11,2,0.5,Other,1.70402573446052,0,0.5,0,3,8,0.428571428571429,2.90370370370372,0.015,0.000225,0,4
20613,13,206,0,200,50,200,-1.75818365643336,Poorest,1,1,2,1,0,male,2,1,1,400,3,11,1,1,Other,1.75818365643336,0,1,0,1,7,0.166666666666667,3.09120976974938,0.02,4e-04,0.005,4
20613,14,206,0,200,100,300,-1.72103741122716,Poorest,0,1,1,1,1,male,2,1,1,400,3,11,2,1,Other,1.72103741122716,0,1,0,1,7,0.166666666666667,2.96196977084348,0.03,9e-04,0.01,4
20613,15,206,0,200,50,350,-1.58453714496227,Poorest,0,1,NA,1,1,male,2,1,1,400,3,11,1,1,Other,1.58453714496227,0,1,0,3,7,0.5,2.51075796376518,0.035,0.001225,0.005,4
20701,0,207,0,200,NA,200,-0.774596669241483,Poorer,NA,NA,1,0,NA,male,-2,2,0,450,1,10,NA,NA,US,0.774596669241483,0.277777777777778,NA,NA,0,10,0,0.599999999999999,0.02,4e-04,NA,4
20701,1,207,0,200,50,250,-0.835673980196737,Poorer,1,NA,1,1,0,male,-2,2,0,450,1,10,1,1,US,0.857379797864185,0.277777777777778,1,0,1,10,0.111111111111111,0.698351001177856,0.025,0.000625,0.005,4
20701,2,207,0,200,50,300,-0.639311165719404,Poorer,1,1,1,1,0,male,-2,2,0,450,1,10,1,1,US,0.711491458623208,0.4375,1,0,3,9,0.375,0.408718766613503,0.03,9e-04,0.005,4
20701,3,207,0,200,50,350,-0.459840999143608,Middle,1,1,2,1,0,male,-2,2,0,450,1,10,1,1,US,0.621636906249693,0.5,1,0,4,9,0.5,0.211453744493392,0.035,0.001225,0.005,4
20701,4,207,0,200,0,350,-0.62007086929211,Poorer,1,1,1,2,0,male,-2,2,0,450,1,10,2,0.5,US,0.710081156769997,0.357142857142857,0.5,0,1,8,0.142857142857143,0.384487882944673,0.035,0.001225,0,4
20701,5,207,0,200,50,400,-0.575485479248192,Poorer,1,1,1,1,0,male,-2,2,0,450,1,10,1,1,US,0.677587741695452,0.428571428571429,1,0,2,8,0.285714285714286,0.331183536825521,0.04,0.0016,0.005,4
20701,6,207,0,200,50,450,-0.534165275516573,Poorer,1,1,2,1,0,male,-2,2,0,450,1,10,1,1,US,0.646167671995854,0.428571428571429,1,0,2,8,0.285714285714286,0.285332541567696,0.045,0.002025,0.005,4
20701,7,207,0,200,100,550,-0.46368180067984,Middle,1,1,3,2,0,male,-2,2,0,450,1,10,2,1,US,0.598571051786703,0.428571428571429,1,0,3,8,0.428571428571429,0.215000812281699,0.055,0.003025,0.01,4
20701,8,207,0,200,50,600,-0.482834005382724,Middle,1,1,2,2,0,male,-2,2,0,450,1,10,3,0.666666666666667,US,0.623294806948607,0.416666666666667,0.666666666666667,0,1,7,0.166666666666667,0.233128676753924,0.06,0.0036,0.005,4
20701,9,207,0,200,100,700,-0.407992588201971,Middle,1,1,2,2,0,male,-2,2,0,450,1,10,2,1,US,0.586489345540333,0.5,1,0,1,7,0.166666666666667,0.166457952027743,0.07,0.0049,0.01,4
20701,10,207,0,200,100,800,-0.387418420924476,Middle,1,1,2,2,0,male,-2,2,0,450,1,10,2,1,US,0.581127631386714,0.5,1,0,2,7,0.333333333333333,0.150093032871614,0.08,0.0064,0.01,4
20701,11,207,0,200,100,900,-0.337348490755425,Middle,1,1,2,2,0,male,-2,2,0,450,1,10,2,1,US,0.554215377669627,0.5,1,0,2,7,0.333333333333333,0.113804004214963,0.09,0.0081,0.01,4
20701,12,207,0,200,100,1000,-0.280838116746084,Middle,1,1,3,2,0,male,-2,2,0,450,1,10,2,1,US,0.516134917263073,0.5,1,0,3,7,0.5,0.0788700478174871,0.1,0.01,0.01,4
20701,13,207,0,200,150,1150,-0.213895484815706,Middle,1,1,3,2,0,male,-2,2,0,450,1,10,3,1,US,0.472045207869143,0.5,1,0,1,7,0.166666666666667,0.0457512784245459,0.115,0.013225,0.015,4
20701,14,207,0,200,50,1200,-0.229447184379157,Middle,1,0.666666666666667,3,1,0,male,-2,2,0,450,1,10,3,0.666666666666667,US,0.473234817782011,0.5,0.666666666666667,0,1,7,0.166666666666667,0.0526460104195229,0.12,0.0144,0.005,4
20701,15,207,0,200,150,1350,-0.159460974365839,Middle,1,1,3,2,0,male,-2,2,0,450,1,10,3,1,US,0.429851322203566,0.5,1,0,2,7,0.333333333333333,0.0254278023457028,0.135,0.018225,0.015,4
20702,0,207,0,200,NA,200,-0.774596669241483,Poorer,NA,NA,3,1,NA,male,-3,2,1,200,3,10,NA,NA,India,0.774596669241483,0.277777777777778,NA,NA,0,10,0,0.599999999999999,0.02,4e-04,NA,9
20702,1,207,0,200,50,250,-0.835673980196737,Poorer,1,NA,3,2,0,male,-3,2,1,200,3,10,3,0.666666666666667,India,0.857379797864185,0.277777777777778,0.666666666666667,0,2,10,0.222222222222222,0.698351001177856,0.025,0.000625,0.005,9
20702,2,207,0,200,-50,200,-0.824917633186328,Poorer,1,0.5,2,2,0,male,-3,2,1,200,3,10,3,0.333333333333333,India,0.835229103601157,0.1875,0.333333333333333,0,1,9,0.125,0.680489101541733,0.02,4e-04,-0.005,9
20702,3,207,0,200,0,200,-0.689761498715413,Poorer,1,0.5,4,2,0,male,-3,2,1,200,3,10,2,0.5,India,0.757886091181132,0.25,0.5,0,2,9,0.25,0.475770925110133,0.02,4e-04,0,9
20702,4,207,0,200,-100,100,-1.02011659141605,Poorer,1,0.333333333333333,3,2,0,male,-3,2,1,200,3,10,4,0.25,India,1.02011659141605,0,0.25,0,2,8,0.285714285714286,1.0406378600823,0.01,1e-04,-0.01,9
20702,5,207,0,200,50,150,-0.946766433601865,Poorer,1,0.666666666666667,3,2,0,male,-3,2,1,200,3,10,3,0.666666666666667,India,0.946766433601865,0.0714285714285714,0.666666666666667,0,2,8,0.285714285714286,0.896366679795195,0.015,0.000225,0.005,9
20702,6,207,0,200,50,200,-0.878788033914361,Poorer,1,0.666666666666667,3,2,0,male,-3,2,1,200,3,10,3,0.666666666666667,India,0.887403602874306,0.142857142857143,0.666666666666667,0,0,8,0,0.772268408551068,0.02,4e-04,0.005,9
20702,7,207,0,200,50,250,-0.868349554000428,Poorer,1,0.666666666666667,4,2,0,male,-3,2,1,200,3,10,3,0.666666666666667,India,0.885210710388786,0.142857142857143,0.666666666666667,0,2,8,0.285714285714286,0.754030947932742,0.025,0.000625,0.005,9
20702,8,207,0,200,0,250,-0.912995210178241,Poorer,1,0.666666666666667,3,2,0,male,-3,2,1,200,3,10,4,0.5,India,0.930552810373977,0.166666666666667,0.5,0,0,7,0,0.83356025380841,0.025,0.000625,0,9
20702,9,207,0,200,50,300,-0.88398394110427,Poorer,1,0.666666666666667,3,2,0,male,-3,2,1,200,3,10,3,0.666666666666667,India,0.909483477866894,0.166666666666667,0.666666666666667,0,2,7,0.333333333333333,0.781427608130238,0.03,9e-04,0.005,9
20702,10,207,0,200,150,450,-0.818861662408552,Poorer,1,1,3,2,0,male,-3,2,1,200,3,10,3,1,India,0.871691447080072,0.166666666666667,1,0,1,7,0.166666666666667,0.670534422162497,0.045,0.002025,0.015,9
20702,11,207,0,200,50,500,-0.787146478429325,Poorer,1,0.666666666666667,3,2,0,male,-3,2,1,200,3,10,3,0.666666666666667,India,0.835339119965814,0.166666666666667,0.666666666666667,0,1,7,0.166666666666667,0.619599578503688,0.05,0.0025,0.005,9
20702,12,207,0,200,50,550,-0.759021937151578,Poorer,1,0.666666666666667,4,2,0,male,-3,2,1,200,3,10,3,0.666666666666667,India,0.819743692123704,0.166666666666667,0.666666666666667,0,1,7,0.166666666666667,0.576114301077334,0.055,0.003025,0.005,9
20702,13,207,0,200,100,650,-0.730194930922581,Poorer,1,0.75,4,2,0,male,-3,2,1,200,3,10,4,0.75,India,0.796576288279179,0.166666666666667,0.75,0,1,7,0.166666666666667,0.533184637145033,0.065,0.004225,0.01,9
20702,14,207,0,200,0,650,-0.781554471791504,Poorer,1,0.5,4,2,0,male,-3,2,1,200,3,10,4,0.5,India,0.817405594350747,0.166666666666667,0.5,0,2,7,0.333333333333333,0.610827392377297,0.065,0.004225,0,9
20702,15,207,0,200,100,750,-0.741840185093251,Poorer,1,0.75,4,2,0,male,-3,2,1,200,3,10,4,0.75,India,0.776505614303216,0.166666666666667,0.75,0,1,7,0.166666666666667,0.550326860219189,0.075,0.005625,0.01,9
20703,0,207,0,200,NA,200,-0.774596669241483,Poorer,NA,NA,3,0,NA,male,9,0,0,600,3,10,NA,NA,US,0.774596669241483,0.277777777777778,NA,NA,0,10,0,0.599999999999999,0.02,4e-04,NA,81
20703,1,207,0,200,200,400,-0.510086715185021,Poorer,0,NA,4,0,0,male,9,0,0,600,3,10,3,0.666666666666667,US,0.662027438857155,0.5,0.666666666666667,0,4,10,0.444444444444444,0.260188457008245,0.04,0.0016,0.02,81
20703,2,207,0,200,300,700,0.103114704148291,Middle,0,0.75,4,0,0,male,9,0,0,600,3,10,4,0.75,US,0.381524405348677,0.625,0.75,0,4,9,0.5,0.0106326422115896,0.07,0.0049,0.03,81
20703,3,207,0,200,0,700,0.0766401665239347,Middle,0,0.25,4,0,0,male,9,0,0,600,3,10,4,0,US,0.383200832619674,0.625,0.25,0.25,1,9,0.125,0.00587371512481644,0.07,0.0049,0,81
20703,4,207,0,200,-100,600,-0.220025147168168,Middle,0,0,3,0,0,male,9,0,0,600,3,10,4,-0.25,US,0.510058295708026,0.571428571428571,0,0.25,3,8,0.428571428571429,0.048411065386374,0.06,0.0036,-0.01,81
20703,5,207,0,200,0,600,-0.278460715765254,Middle,0,0,2,0,0,male,9,0,0,600,3,10,3,0,US,0.529075359953983,0.571428571428571,0,0,1,8,0.142857142857143,0.0775403702244976,0.06,0.0036,0,81
20703,6,207,0,200,0,600,-0.327391620477899,Middle,0,0,2,0,0,male,9,0,0,600,3,10,2,0,US,0.542780844476517,0.571428571428571,0,0,1,8,0.142857142857143,0.107185273159145,0.06,0.0036,0,81
20703,7,207,0,200,0,600,-0.396237175126409,Middle,0,0,2,0,0,male,9,0,0,600,3,10,2,0,US,0.564848739009987,0.571428571428571,0,0,3,8,0.428571428571429,0.157003898952156,0.06,0.0036,0,81
20703,8,207,0,200,0,600,-0.482834005382724,Middle,0,0,2,0,0,male,9,0,0,600,3,10,2,0,US,0.623294806948607,0.416666666666667,0,0,0,7,0,0.233128676753924,0.06,0.0036,0,81
20703,9,207,0,200,0,600,-0.526990426427546,Poorer,0,0,2,0,0,male,9,0,0,600,3,10,2,0,US,0.654488110240662,0.333333333333333,0,0,2,7,0.333333333333333,0.277718909546287,0.06,0.0036,0,81
20703,10,207,0,200,100,700,-0.510687918491355,Poorer,0,0.5,3,0,0,male,9,0,0,600,3,10,2,0.5,US,0.651567344282074,0.333333333333333,0.5,0,1,7,0.166666666666667,0.260802150093033,0.07,0.0049,0.01,81
20703,11,207,0,200,-50,650,-0.618472233051613,Poorer,1,0.333333333333333,3,0,0,male,9,0,0,600,3,10,3,0.333333333333333,US,0.714857516124591,0.333333333333333,0.333333333333333,0,1,7,0.166666666666667,0.382507903055849,0.065,0.004225,-0.005,81
20703,12,207,0,200,100,750,-0.546495794749136,Poorer,0,0.333333333333333,3,0,0,male,9,0,0,600,3,10,3,0.333333333333333,US,0.667939304693388,0.333333333333333,0.333333333333333,0,2,7,0.333333333333333,0.29865765367849,0.075,0.005625,0.01,81
20703,13,207,0,200,100,850,-0.523675152479831,Poorer,0,0.333333333333333,3,0,0,male,9,0,0,600,3,10,3,0.333333333333333,US,0.649062160820072,0.333333333333333,0.333333333333333,0,0,7,0,0.274235665324774,0.085,0.007225,0.01,81
20703,14,207,0,200,0,850,-0.580788185459741,Poorer,0,0,2,0,0,male,9,0,0,600,3,10,3,0,US,0.674001104113774,0.333333333333333,0,0,2,7,0.333333333333333,0.337314916369618,0.085,0.007225,0,81
20703,15,207,0,200,0,850,-0.644776983305349,Poorer,0,0,2,0,0,male,9,0,0,600,3,10,2,0,US,0.707174755883286,0.333333333333333,0,0,3,7,0.5,0.415737358200346,0.085,0.007225,0,81
20704,0,207,0,200,NA,200,-0.774596669241483,Poorer,NA,NA,NA,-1,NA,NA,NA,1,-1,350,NA,10,NA,NA,India,0.774596669241483,0.277777777777778,NA,NA,0,10,0,0.599999999999999,0.02,4e-04,NA,NA
20704,1,207,0,200,0,200,-0.944203068533976,Poorer,NA,NA,NA,0,0,NA,NA,1,-1,350,NA,10,NA,NA,India,0.944203068533976,0.0555555555555556,NA,NA,2,10,0.222222222222222,0.891519434628976,0.02,4e-04,0,NA
20704,2,207,0,200,0,200,-0.824917633186328,Poorer,NA,NA,1,0,0,NA,NA,1,-1,350,NA,10,NA,NA,India,0.835229103601157,0.1875,NA,NA,3,9,0.375,0.680489101541733,0.02,4e-04,0,NA
20704,3,207,0,200,-50,150,-0.766401665239347,Poorer,1,0,3,0,0,NA,NA,1,-1,350,NA,10,1,0,India,0.817495109588637,0.125,0,0,3,9,0.375,0.587371512481644,0.015,0.000225,-0.005,NA
20704,4,207,0,200,200,350,-0.62007086929211,Poorer,0,0.666666666666667,2,0,0,NA,NA,1,-1,350,NA,10,3,0.666666666666667,India,0.710081156769997,0.357142857142857,0.666666666666667,0,2,8,0.285714285714286,0.384487882944673,0.035,0.001225,0.02,NA
20704,5,207,0,200,0,350,-0.649741670118927,Poorer,1,0.5,2,0,0,NA,NA,1,-1,350,NA,10,2,0.5,India,0.723997860989662,0.285714285714286,0.5,0,2,8,0.285714285714286,0.422164237888933,0.035,0.001225,0,NA
20704,6,207,0,200,0,350,-0.672014378875688,Poorer,1,0.5,2,0,0,NA,NA,1,-1,350,NA,10,2,0.5,India,0.732323361595301,0.285714285714286,0.5,0,2,8,0.285714285714286,0.451603325415677,0.035,0.001225,0,NA
20704,7,207,0,200,100,450,-0.598571051786703,Poorer,1,1,2,0,0,NA,NA,1,-1,350,NA,10,2,1,India,0.682876833728492,0.285714285714286,1,0,3,8,0.428571428571429,0.35828730403704,0.045,0.002025,0.01,NA
20705,0,207,0,1150,NA,1150,1.16189500386223,Richer,NA,NA,3,0,NA,male,-1,2,0,550,3,10,NA,NA,US,0,0.833333333333333,NA,NA,0,10,0,1.35000000000001,0.115,0.013225,NA,1
20705,1,207,0,1150,-50,1100,1.00932052153632,Richer,1,NA,5,0,0,male,-1,2,0,550,3,10,3,0.333333333333333,US,0.0542645441686193,0.666666666666667,0.333333333333333,0,3,10,0.333333333333333,1.01872791519435,0.11,0.0121,-0.005,1
20705,2,207,0,1150,50,1150,0.938343807749448,Richer,1,0.75,2,1,0,male,-1,2,0,550,3,10,5,0.6,US,0.103114704148291,0.75,0.6,0,5,9,0.625,0.880489101541733,0.115,0.013225,0.005,1
