superid,round,game,showScore,initScore,payoff,cumulativePayoff,cPayoffS,WealthLevel,coop,local_rate_coop,degree,happ,harm,gender,age,prac_coop,initHapp,prac_cpayoff,initDegree,initNsize,prev_degree,post_coop_local_coop_rate,country3,yindex,rank,n_rewiring_chances,n_size,p_rewiring_chances,cPayoffS2,cumulativePayoffS,cumulativePayoffS2,payoffS,age2
11611,7,116,0,200,150,2300,0,Middle,1,0.888888888888889,9,-1,NA,male,-10,1,-2,650,5,10,9,0.666666666666667,US,0.396862696659689,0.555555555555556,1,10,0.111111111111111,0,0.23,0.0529,0.015,100
11611,8,116,0,200,150,2450,-0.158043358492306,Middle,1,0.666666666666667,9,1,NA,male,-10,1,-2,650,5,10,9,0.666666666666667,US,0.467258625107688,0.555555555555556,1,10,0.111111111111111,0.0249777031635275,0.245,0.060025,0.015,100
11611,9,116,0,200,50,2500,-0.34312178324836,Middle,1,0.666666666666667,7,-1,NA,male,-10,1,-2,650,5,10,9,0.555555555555556,US,0.560432245972322,0.444444444444444,2,10,0.222222222222222,0.117732558139535,0.25,0.0625,0.005,100
11611,10,116,0,200,250,2750,-0.363952141193472,Middle,1,0.714285714285714,7,1,NA,male,-10,1,-2,650,5,10,7,0.857142857142857,US,0.582323425909556,0.444444444444444,3,10,0.333333333333333,0.132461161079313,0.275,0.075625,0.025,100
11611,11,116,0,200,150,2900,-0.379029039370721,Middle,1,1,7,1,NA,male,-10,1,-2,650,5,10,7,0.714285714285714,US,0.584336435696528,0.444444444444444,1,10,0.111111111111111,0.143663012686292,0.29,0.0841,0.015,100
11611,12,116,0,200,150,3050,-0.43248302254791,Middle,1,0.714285714285714,7,1,NA,male,-10,1,-2,650,5,10,7,0.714285714285714,US,0.605476231567074,0.444444444444444,1,10,0.111111111111111,0.187041564792176,0.305,0.093025,0.015,100
11611,13,116,0,200,50,3100,-0.504377588195586,Poorer,1,0.714285714285714,7,-1,NA,male,-10,1,-2,650,5,10,7,0.571428571428571,US,0.631607970803481,0.333333333333333,3,10,0.333333333333333,0.254396751473996,0.31,0.0961,0.005,100
11611,14,116,0,200,50,3150,-0.618036293327028,Poorer,1,0.571428571428571,7,-1,NA,male,-10,1,-2,650,5,10,7,0.571428571428571,US,0.689348173326301,0.277777777777778,1,10,0.111111111111111,0.381968859869412,0.315,0.099225,0.005,100
11611,15,116,0,200,250,3400,-0.607971119047243,Poorer,1,0.571428571428571,7,1,NA,male,-10,1,-2,650,5,10,7,0.857142857142857,US,0.698413103698899,0.444444444444444,1,10,0.111111111111111,0.369628881595557,0.34,0.1156,0.025,100
11613,0,116,0,200,NA,200,-0.474341649025257,Middle,NA,NA,3,-1,NA,male,-2,2,-1,450,3,10,NA,NA,India,0.474341649025257,0.388888888888889,0,10,0,0.225,0.02,4e-04,NA,4
11613,1,116,0,200,150,350,-0.494384253913648,Middle,1,NA,5,2,NA,male,-2,2,-1,450,3,10,3,1,India,0.547831200282691,0.5,2,10,0.222222222222222,0.244415790517754,0.035,0.001225,0.015,4
11613,2,116,0,200,250,600,-0.478478668301547,Middle,1,1,6,2,NA,male,-2,2,-1,450,3,10,5,1,India,0.579974143395814,0.444444444444444,1,10,0.111111111111111,0.228941836019622,0.06,0.0036,0.025,4
11613,3,116,0,200,300,900,-0.32501354251308,Middle,1,1,7,1,NA,male,-2,2,-1,450,3,10,6,1,India,0.533022209721451,0.333333333333333,1,10,0.111111111111111,0.105633802816902,0.09,0.0081,0.03,4
11613,4,116,0,200,350,1250,-0.165815886905645,Middle,1,1,8,1,NA,male,-2,2,-1,450,3,10,7,1,India,0.442175698415052,0.5,1,10,0.111111111111111,0.0274949083503057,0.125,0.015625,0.035,4
11613,5,116,0,200,400,1650,-0.0287773553752675,Middle,1,1,8,0,NA,male,-2,2,-1,450,3,10,8,1,India,0.374105619878478,0.555555555555556,2,10,0.222222222222222,0.000828136182394437,0.165,0.027225,0.04,4
11613,6,116,0,200,400,2050,0.0424859288662087,Middle,1,1,8,0,NA,male,-2,2,-1,450,3,10,8,1,India,0.33988743092967,0.666666666666667,2,10,0.222222222222222,0.00180505415162455,0.205,0.042025,0.04,4
11613,7,116,0,200,700,2750,0.637815048203071,Richer,0,1,6,0,NA,male,-2,2,-1,450,3,10,8,0.875,India,0.170084012854152,0.777777777777778,2,10,0.222222222222222,0.406808035714286,0.275,0.075625,0.07,4
11613,8,116,0,200,500,3250,0.941388700584607,Richer,0,0.833333333333333,6,0,NA,male,-2,2,-1,450,3,10,6,0.833333333333333,India,0.103071755538461,0.777777777777778,1,10,0.111111111111111,0.886212685588375,0.325,0.105625,0.05,4
11613,9,116,0,200,500,3750,1.08655231361981,Richer,0,0.833333333333333,4,0,NA,male,-2,2,-1,450,3,10,6,0.833333333333333,India,0.0743430530371448,0.777777777777778,2,10,0.222222222222222,1.18059593023256,0.375,0.140625,0.05,4
11613,10,116,0,200,100,3850,0.970539043182593,Richer,1,0.75,7,0,NA,male,-2,2,-1,450,3,10,4,0.75,India,0.0970539043182593,0.777777777777778,4,10,0.444444444444444,0.941946034341783,0.385,0.148225,0.01,4
11613,11,116,0,200,600,4450,1.25290154680877,Richer,0,0.857142857142857,7,0,NA,male,-2,2,-1,450,3,10,7,0.857142857142857,India,0.0421143377078579,0.888888888888889,2,10,0.222222222222222,1.56976228599581,0.445,0.198025,0.06,4
11613,12,116,0,200,500,4950,1.50097049001922,Richest,0,0.857142857142857,5,0,NA,male,-2,2,-1,450,3,10,7,0.714285714285714,India,0.00508803555938719,0.888888888888889,2,10,0.222222222222222,2.25291241190854,0.495,0.245025,0.05,4
11613,13,116,0,200,400,5350,1.54039641800273,Richest,0,0.8,3,0,NA,male,-2,2,-1,450,3,10,5,0.8,India,0.00454394223599628,0.888888888888889,2,10,0.222222222222222,2.37282112459564,0.535,0.286225,0.04,4
11613,14,116,0,200,50,5400,1.52132010665115,Richest,1,1,3,0,NA,male,-2,2,-1,450,3,10,3,0.666666666666667,India,0.0190165013331393,0.888888888888889,1,10,0.111111111111111,2.31441486690107,0.54,0.2916,0.005,4
11613,15,116,0,200,150,5550,1.55258740318676,Richest,1,0.666666666666667,4,0,NA,male,-2,2,-1,450,3,10,3,1,India,0.00502455470286978,0.888888888888889,2,10,0.222222222222222,2.41052764453421,0.555,0.308025,0.015,4
11614,0,116,0,200,NA,200,-0.474341649025257,Middle,NA,NA,5,1,NA,male,0,2,1,550,5,10,NA,NA,US,0.474341649025257,0.388888888888889,0,10,0,0.225,0.02,4e-04,NA,0
11614,1,116,0,200,150,350,-0.494384253913648,Middle,1,NA,7,1,NA,male,0,2,1,550,5,10,5,0.8,US,0.547831200282691,0.5,2,10,0.222222222222222,0.244415790517754,0.035,0.001225,0.015,0
11614,2,116,0,200,350,700,-0.18849159660364,Middle,1,0.857142857142857,7,2,NA,male,0,2,1,550,5,10,7,1,US,0.449479961131756,0.666666666666667,1,10,0.111111111111111,0.0355290819901894,0.07,0.0049,0.035,0
11614,3,116,0,200,250,950,-0.195008125507848,Middle,1,1,7,2,NA,male,0,2,1,550,5,10,7,0.857142857142857,US,0.455018959518312,0.5,0,10,0,0.0380281690140846,0.095,0.009025,0.025,0
11614,4,116,0,200,250,1200,-0.276359811509408,Middle,1,0.857142857142857,8,1,NA,male,0,2,1,550,5,10,7,0.857142857142857,US,0.50850205317731,0.333333333333333,1,10,0.111111111111111,0.0763747454175155,0.12,0.0144,0.025,0
11614,5,116,0,200,300,1500,-0.316550909127943,Middle,1,0.875,9,1,NA,male,0,2,1,550,5,10,8,0.875,US,0.537177300338327,0.333333333333333,2,10,0.222222222222222,0.100204478069727,0.15,0.0225,0.03,0
11614,6,116,0,200,350,1850,-0.297401502063461,Middle,1,0.888888888888889,9,1,NA,male,0,2,1,550,5,10,9,0.888888888888889,US,0.518328332167747,0.333333333333333,3,10,0.333333333333333,0.0884476534296028,0.185,0.034225,0.035,0
11614,7,116,0,200,700,2550,0.354341693446151,Middle,0,0.888888888888889,9,0,NA,male,0,2,1,550,5,10,9,0.777777777777778,US,0.255126019281228,0.666666666666667,4,10,0.444444444444444,0.125558035714286,0.255,0.065025,0.07,0
11614,8,116,0,200,150,2700,0.185529159969229,Middle,1,0.777777777777778,9,0,NA,male,0,2,1,550,5,10,9,0.666666666666667,US,0.329829617723074,0.666666666666667,2,10,0.222222222222222,0.0344210691988878,0.27,0.0729,0.015,0
11614,9,116,0,200,50,2750,-0.0571869638747267,Middle,1,0.666666666666667,8,-1,NA,male,0,2,1,550,5,10,9,0.555555555555556,US,0.417464836285505,0.611111111111111,1,10,0.111111111111111,0.0032703488372093,0.275,0.075625,0.005,0
11614,10,116,0,200,200,2950,-0.121317380397824,Middle,1,0.625,8,0,NA,male,0,2,1,550,5,10,8,0.75,US,0.461006045511731,0.555555555555556,2,10,0.222222222222222,0.0147179067865903,0.295,0.087025,0.02,0
11614,11,116,0,200,100,3050,-0.221100272966254,Middle,1,0.875,8,-1,NA,male,0,2,1,550,5,10,8,0.625,US,0.505372052494294,0.555555555555556,2,10,0.222222222222222,0.048885330705752,0.305,0.093025,0.01,0
11614,12,116,0,200,100,3150,-0.330722311360166,Middle,1,0.625,8,0,NA,male,0,2,1,550,5,10,8,0.625,US,0.554595875973202,0.555555555555556,2,10,0.222222222222222,0.109377247231411,0.315,0.099225,0.01,0
11614,13,116,0,200,0,3150,-0.458938165835623,Middle,1,0.625,6,-1,NA,male,0,2,1,550,5,10,8,0.5,US,0.604344317387503,0.5,3,10,0.333333333333333,0.210624240060566,0.315,0.099225,0,0
11614,14,116,0,200,0,3150,-0.618036293327028,Poorer,1,0.666666666666667,6,-1,NA,male,0,2,1,550,5,10,6,0.5,US,0.689348173326301,0.277777777777778,0,10,0,0.381968859869412,0.315,0.099225,0,0
11614,15,116,0,200,200,3350,-0.658216666075941,Poorer,1,0.5,6,1,NA,male,0,2,1,550,5,10,6,0.833333333333333,US,0.728560431916117,0.277777777777778,1,10,0.111111111111111,0.433249179500127,0.335,0.112225,0.02,0
11615,0,116,0,200,NA,200,-0.474341649025257,Middle,NA,NA,3,2,NA,male,-5,2,2,650,3,10,NA,NA,US,0.474341649025257,0.388888888888889,0,10,0,0.225,0.02,4e-04,NA,25
11615,1,116,0,200,150,350,-0.494384253913648,Middle,1,NA,6,2,NA,male,-5,2,2,650,3,10,3,1,US,0.547831200282691,0.5,3,10,0.333333333333333,0.244415790517754,0.035,0.001225,0.015,25
11615,2,116,0,200,300,650,-0.333485132452593,Middle,1,0.833333333333333,6,2,NA,male,-5,2,2,650,3,10,6,1,US,0.507477375471337,0.555555555555556,2,10,0.222222222222222,0.111212333566923,0.065,0.004225,0.03,25
11615,3,116,0,200,300,950,-0.195008125507848,Middle,1,1,6,2,NA,male,-5,2,2,650,3,10,6,1,US,0.455018959518312,0.5,2,10,0.222222222222222,0.0380281690140846,0.095,0.009025,0.03,25
11615,4,116,0,200,300,1250,-0.165815886905645,Middle,1,1,7,2,NA,male,-5,2,2,650,3,10,6,1,US,0.442175698415052,0.5,1,10,0.111111111111111,0.0274949083503057,0.125,0.015625,0.03,25
11615,5,116,0,200,350,1600,-0.124701873292826,Middle,1,1,7,2,NA,male,-5,2,2,650,3,10,7,1,US,0.422067878837257,0.444444444444444,0,10,0,0.01555055720274,0.16,0.0256,0.035,25
11615,6,116,0,200,350,1950,-0.127457786598626,Middle,1,1,7,2,NA,male,-5,2,2,650,3,10,7,1,US,0.416362102888846,0.444444444444444,2,10,0.222222222222222,0.0162454873646209,0.195,0.038025,0.035,25
11615,7,116,0,200,150,2100,-0.28347335475692,Middle,1,1,7,1,NA,male,-5,2,2,650,3,10,7,0.714285714285714,US,0.538599374038149,0.444444444444444,1,10,0.111111111111111,0.0803571428571426,0.21,0.0441,0.015,25
11615,8,116,0,200,150,2250,-0.432901373261534,Middle,1,0.714285714285714,7,1,NA,male,-5,2,2,650,3,10,7,0.714285714285714,US,0.604687632492302,0.388888888888889,1,10,0.111111111111111,0.187403598971722,0.225,0.050625,0.015,25
11615,9,116,0,200,50,2300,-0.571869638747267,Poorer,1,0.714285714285714,7,0,NA,male,-5,2,2,650,3,10,7,0.571428571428571,US,0.697680959271666,0.333333333333333,1,10,0.111111111111111,0.32703488372093,0.23,0.0529,0.005,25
11615,10,116,0,200,250,2550,-0.60658690198912,Poorer,1,0.571428571428571,7,2,NA,male,-5,2,2,650,3,10,7,0.857142857142857,US,0.727904282386944,0.333333333333333,3,10,0.333333333333333,0.367947669664758,0.255,0.065025,0.025,25
11615,11,116,0,200,50,2600,-0.694886572179655,Poorer,1,0.857142857142857,9,0,NA,male,-5,2,2,650,3,10,7,0.571428571428571,US,0.773850955381888,0.333333333333333,3,10,0.333333333333333,0.482867348195591,0.26,0.0676,0.005,25
11615,12,116,0,200,50,2650,-0.839525867298884,Poorer,1,0.555555555555556,9,0,NA,male,-5,2,2,650,3,10,9,0.555555555555556,US,0.859878009536433,0.222222222222222,1,10,0.111111111111111,0.704803681863943,0.265,0.070225,0.005,25
11615,13,116,0,200,-50,2600,-0.958771811795212,Poorer,1,0.555555555555556,9,-2,NA,male,-5,2,2,650,3,10,9,0.444444444444444,US,0.958771811795212,0,0,10,0,0.919243387093073,0.26,0.0676,-0.005,25
11615,14,116,0,200,600,3200,-0.57049503999418,Poorer,0,0.444444444444444,7,2,NA,male,-5,2,2,650,3,10,9,0.666666666666667,US,0.660823421326592,0.444444444444444,2,10,0.222222222222222,0.325464590657961,0.32,0.1024,0.06,25
11615,15,116,0,200,150,3350,-0.658216666075941,Poorer,1,0.714285714285714,8,1,NA,male,-5,2,2,650,3,10,7,0.714285714285714,US,0.728560431916117,0.277777777777778,1,10,0.111111111111111,0.433249179500127,0.335,0.112225,0.015,25
11700,0,117,0,1150,NA,1150,1.75411603861406,Richest,NA,NA,4,0,NA,male,-7,2,0,250,4,13,NA,NA,US,0,0.916666666666667,0,13,0,3.07692307692308,0.115,0.013225,NA,49
11700,1,117,0,1150,200,1350,1.80723345254932,Richest,1,NA,7,2,NA,male,-7,2,0,250,4,13,4,1,US,0,1,5,13,0.416666666666667,3.26609275201334,0.135,0.018225,0.02,49
11700,2,117,0,1150,250,1600,1.92521511270721,Richest,1,1,6,1,NA,male,-7,2,0,250,4,13,7,0.857142857142857,US,0,1,2,12,0.181818181818182,3.70645323019623,0.16,0.0256,0.025,49
11700,3,117,0,1150,300,1900,2.05838176931088,Richest,1,1,8,2,NA,male,-7,2,0,250,4,13,6,1,US,0,1,3,12,0.272727272727273,4.23693550823139,0.19,0.0361,0.03,49
11700,4,117,0,1150,200,2100,1.95499444604639,Richest,1,1,8,0,NA,male,-7,2,0,250,4,13,8,0.75,US,0,1,2,12,0.181818181818182,3.82200328407223,0.21,0.0441,0.02,49
11700,5,117,0,1150,400,2500,2.04371677163883,Richest,1,0.75,9,2,NA,male,-7,2,0,250,4,13,8,1,US,0,1,2,12,0.181818181818182,4.17677824267784,0.25,0.0625,0.04,49
11700,6,117,0,1150,250,2750,1.70443581120358,Richest,1,1,9,0,NA,male,-7,2,0,250,4,13,9,0.777777777777778,US,0,1,2,11,0.2,2.90510143451321,0.275,0.075625,0.025,49
11700,7,117,0,1150,450,3200,1.76369899238468,Richest,1,0.888888888888889,9,2,NA,male,-7,2,0,250,4,13,9,1,US,0,1,2,11,0.2,3.11063413573874,0.32,0.1024,0.045,49
11700,8,117,0,1150,250,3450,1.5305839928745,Richest,1,1,8,0,NA,male,-7,2,0,250,4,13,9,0.777777777777778,US,0.0223987901396269,0.9,2,11,0.2,2.34268735924365,0.345,0.119025,0.025,49
11700,9,117,0,1150,400,3850,1.58392216305907,Richest,1,0.875,8,2,NA,male,-7,2,0,250,4,13,8,1,US,0,0.95,1,11,0.1,2.50880941862972,0.385,0.148225,0.04,49
11700,10,117,0,1150,400,4250,1.58020498282516,Richest,1,1,9,2,NA,male,-7,2,0,250,4,13,8,1,US,0,1,3,11,0.3,2.49704778774546,0.425,0.180625,0.04,49
11700,11,117,0,1150,350,4600,1.59526395548764,Richest,1,1,9,0,NA,male,-7,2,0,250,4,13,9,0.888888888888889,US,0,1,1,11,0.1,2.54486708767807,0.46,0.2116,0.035,49
11700,12,117,0,1150,450,5050,1.58877830392936,Richest,1,0.888888888888889,10,2,NA,male,-7,2,0,250,4,13,9,1,US,0,1,4,11,0.4,2.52421649903665,0.505,0.255025,0.045,49
11700,13,117,0,1150,400,5450,1.72848324290045,Richest,1,1,10,1,NA,male,-7,2,0,250,4,13,10,0.9,US,0,1,3,11,0.3,2.98765432098766,0.545,0.297025,0.04,49
11700,14,117,0,1150,400,5850,1.71452315199658,Richest,1,0.9,10,1,NA,male,-7,2,0,250,4,13,10,0.9,US,0,1,0,11,0,2.93958963873229,0.585,0.342225,0.04,49
11700,15,117,0,1150,300,6150,1.71937136201258,Richest,1,0.9,10,0,NA,male,-7,2,0,250,4,13,10,0.8,US,0,1,1,11,0.1,2.95623788050899,0.615,0.378225,0.03,49
11701,0,117,0,200,NA,200,-0.526234811584217,Poorer,NA,NA,4,2,NA,female,-5,2,2,800,4,13,NA,NA,India,0.526234811584217,0.375,0,13,0,0.276923076923076,0.02,4e-04,NA,25
11701,1,117,0,200,200,400,-0.447244642297559,Middle,1,NA,5,2,NA,female,-5,2,2,800,4,13,4,1,India,0.565901384131605,0.458333333333333,1,13,0.0833333333333333,0.200027770063872,0.04,0.0016,0.02,25
11701,2,117,0,200,150,550,-0.575579775964012,Poorer,1,1,6,2,NA,female,-5,2,2,800,4,13,5,0.8,India,0.664893879130842,0.227272727272727,2,12,0.181818181818182,0.331292078498782,0.055,0.003025,0.015,25
11701,3,117,0,200,300,850,-0.509500437948237,Poorer,1,0.833333333333333,8,2,NA,female,-5,2,2,800,4,13,6,1,India,0.611400525537885,0.272727272727273,4,12,0.363636363636364,0.259590696269445,0.085,0.007225,0.03,25
11701,4,117,0,200,200,1050,-0.722497947451928,Poorer,1,1,9,1,NA,female,-5,2,2,800,4,13,8,0.75,India,0.786247766344746,0.181818181818182,2,12,0.181818181818182,0.522003284072249,0.105,0.011025,0.02,25
11701,5,117,0,200,350,1400,-0.681238923879609,Poorer,1,0.666666666666667,9,2,NA,female,-5,2,2,800,4,13,9,0.888888888888889,India,0.774135140772283,0.272727272727273,1,12,0.0909090909090909,0.464086471408648,0.14,0.0196,0.035,25
11701,6,117,0,200,150,1550,-0.727840157216663,Poorer,1,0.888888888888889,8,1,NA,female,-5,2,2,800,4,13,9,0.666666666666667,India,0.81075865614008,0.2,2,11,0.2,0.529751294457177,0.155,0.024025,0.015,25
11701,7,117,0,200,400,1950,-0.5027366286704,Poorer,1,0.75,9,2,NA,female,-5,2,2,800,4,13,8,1,India,0.675809894278242,0.3,2,11,0.2,0.25274411780688,0.195,0.038025,0.04,25
11701,8,117,0,200,150,2100,-0.686896230948556,Poorer,1,1,8,1,NA,female,-5,2,2,800,4,13,9,0.666666666666667,India,0.769025128127188,0.3,0,11,0,0.471826432091332,0.21,0.0441,0.015,25
11701,9,117,0,200,300,2400,-0.702372723890449,Poorer,1,0.75,9,2,NA,female,-5,2,2,800,4,13,8,0.875,India,0.795544615835101,0.3,1,11,0.1,0.493327443265289,0.24,0.0576,0.03,25
11701,10,117,0,200,450,2850,-0.545136216782478,Poorer,1,0.888888888888889,9,2,NA,female,-5,2,2,800,4,13,9,1,India,0.703846760909023,0.3,2,11,0.2,0.297173494847913,0.285,0.081225,0.045,25
11701,11,117,0,200,350,3200,-0.559741738767593,Poorer,1,1,8,2,NA,female,-5,2,2,800,4,13,9,0.888888888888889,India,0.699677173459492,0.2,2,11,0.2,0.313310814118568,0.32,0.1024,0.035,25
11701,12,117,0,200,400,3600,-0.531808637298529,Poorer,1,0.875,8,2,NA,female,-5,2,2,800,4,13,8,1,India,0.678056012555625,0.2,1,11,0.1,0.282820426705318,0.36,0.1296,0.04,25
11701,13,117,0,200,400,4000,-0.54997194092287,Poorer,1,1,8,2,NA,female,-5,2,2,800,4,13,8,1,India,0.678536810229515,0.3,1,11,0.1,0.302469135802469,0.4,0.16,0.04,25
11701,14,117,0,200,400,4400,-0.554907908115075,Poorer,1,0.875,8,2,NA,female,-5,2,2,800,4,13,8,1,India,0.67584937526836,0.3,2,11,0.2,0.307922786488648,0.44,0.1936,0.04,25
11701,15,117,0,200,300,4700,-0.696837732621838,Poorer,1,1,7,2,NA,female,-5,2,2,800,4,13,8,0.875,India,0.765006641247887,0.25,2,11,0.2,0.485582825605544,0.47,0.2209,0.03,25
11703,0,117,0,200,NA,200,-0.526234811584217,Poorer,NA,NA,4,1,NA,male,-6,1,1,450,4,13,NA,NA,India,0.526234811584217,0.375,0,13,0,0.276923076923076,0.02,4e-04,NA,36
11703,1,117,0,200,400,600,0.0273823250386261,Middle,0,NA,3,2,NA,male,-6,1,1,450,4,13,4,1,India,0.383352550540765,0.75,1,13,0.0833333333333333,0.00074979172452097,0.06,0.0036,0.04,36
11703,2,117,0,200,100,700,-0.218323363296694,Middle,0,1,2,2,NA,male,-6,1,1,450,4,13,3,0.333333333333333,India,0.446570515834147,0.590909090909091,3,12,0.272727272727273,0.0476650909611802,0.07,0.0049,0.01,36
11703,3,117,0,200,100,800,-0.631780543055814,Poorer,1,0.5,4,0,NA,male,-6,1,1,450,4,13,2,1,India,0.703110604368568,0.181818181818182,2,12,0.181818181818182,0.399146654583899,0.08,0.0064,0.01,36
11703,4,117,0,200,300,1100,-0.594998309666294,Poorer,0,1,4,2,NA,male,-6,1,1,450,4,13,4,0.75,India,0.69062303800552,0.318181818181818,2,12,0.181818181818182,0.354022988505747,0.11,0.0121,0.03,36
11703,5,117,0,200,200,1300,-0.928962168926739,Poorer,1,0.75,3,2,NA,male,-6,1,1,450,4,13,4,1,India,0.95992757455763,0.136363636363636,2,12,0.181818181818182,0.862970711297071,0.13,0.0169,0.02,36
11703,6,117,0,200,50,1350,-1.1332194852867,Poorer,1,1,3,1,NA,male,-6,1,1,450,4,13,3,0.666666666666667,India,1.14243265183375,0.1,3,11,0.3,1.28418640183345,0.135,0.018225,0.005,36
11703,7,117,0,200,150,1500,-1.31865345225023,Poorer,1,0.666666666666667,6,2,NA,male,-6,1,1,450,4,13,3,1,India,1.31865345225023,0,3,11,0.3,1.73884692713145,0.15,0.0225,0.015,36
11703,8,117,0,200,500,2000,-0.85115402530582,Poorer,0,1,4,2,NA,male,-6,1,1,450,4,13,6,0.833333333333333,India,0.888485342205198,0.2,1,11,0.1,0.7244631747943,0.2,0.04,0.05,36
11703,9,117,0,200,200,2200,-1.01772374278004,Poorer,1,1,7,2,NA,male,-6,1,1,450,4,13,4,1,India,1.03205788000229,0.1,5,11,0.5,1.03576161661821,0.22,0.0484,0.02,36
11703,10,117,0,200,350,2550,-1.00056647384126,Poorer,1,1,8,2,NA,male,-6,1,1,450,4,13,7,1,India,1.04886968292325,0.1,1,11,0.1,1.00113326857513,0.255,0.065025,0.035,36
11703,11,117,0,200,800,3350,-0.328848271525961,Middle,0,1,7,2,NA,male,-6,1,1,450,4,13,8,1,India,0.531754651829214,0.4,2,11,0.2,0.108141185685612,0.335,0.112225,0.08,36
11703,12,117,0,200,350,3700,-0.385561262041434,Middle,1,1,5,2,NA,male,-6,1,1,450,4,13,7,1,India,0.571694285095919,0.3,2,11,0.2,0.148657486786983,0.37,0.1369,0.035,36
11703,13,117,0,200,250,3950,-0.628539361054709,Poorer,1,1,5,2,NA,male,-6,1,1,450,4,13,5,1,India,0.73567675214358,0.2,6,11,0.6,0.395061728395062,0.395,0.156025,0.025,36
11703,14,117,0,200,500,4450,-0.476651664662949,Middle,0,1,3,2,NA,male,-6,1,1,450,4,13,5,1,India,0.626049947617007,0.4,4,11,0.4,0.22719680942596,0.445,0.198025,0.05,36
11703,15,117,0,200,300,4750,-0.613520177634444,Poorer,0,1,2,1,NA,male,-6,1,1,450,4,13,3,1,India,0.711986378983182,0.4,3,11,0.3,0.3764070083646,0.475,0.225625,0.03,36
11704,0,117,0,200,NA,200,-0.526234811584217,Poorer,NA,NA,3,0,NA,NA,NA,2,0,600,3,13,NA,NA,US,0.526234811584217,0.375,0,13,0,0.276923076923076,0.02,4e-04,NA,NA
11704,1,117,0,200,50,250,-0.803214867799697,Poorer,1,NA,8,0,NA,NA,NA,2,0,600,3,13,3,0.666666666666667,US,0.812342309479239,0.125,6,13,0.5,0.645154123854485,0.025,0.000625,0.005,NA
11705,0,117,0,200,NA,200,-0.526234811584217,Poorer,NA,NA,6,0,NA,NA,NA,2,0,350,6,13,NA,NA,US,0.526234811584217,0.375,0,13,0,0.276923076923076,0.02,4e-04,NA,NA
11705,1,117,0,200,300,500,-0.209931158629466,Middle,1,NA,7,2,NA,NA,NA,2,0,350,6,13,6,1,US,0.456372083977101,0.625,2,13,0.166666666666667,0.04407109136351,0.05,0.0025,0.03,NA
11705,2,117,0,200,250,750,-0.0992378924075882,Middle,1,1,6,1,NA,NA,NA,2,0,350,6,13,7,0.857142857142857,US,0.406875358871112,0.727272727272727,2,12,0.181818181818182,0.00984815928950005,0.075,0.005625,0.025,NA
11705,3,117,0,200,300,1050,-0.0203800175179293,Middle,1,1,7,2,NA,NA,NA,2,0,350,6,13,6,1,US,0.38722033284066,0.727272727272727,2,12,0.181818181818182,0.000415345114031105,0.105,0.011025,0.03,NA
11705,4,117,0,200,250,1300,-0.0849997585237561,Middle,1,1,9,1,NA,NA,NA,2,0,350,6,13,7,0.857142857142857,US,0.414373822803312,0.590909090909091,2,12,0.181818181818182,0.00722495894909685,0.13,0.0169,0.025,NA
11705,5,117,0,200,350,1650,-0.0619308112617826,Middle,1,0.777777777777778,9,1,NA,NA,NA,2,0,350,6,13,9,0.888888888888889,US,0.402550273201587,0.545454545454545,4,12,0.363636363636364,0.00383542538354254,0.165,0.027225,0.035,NA
11706,0,117,0,200,NA,200,-0.526234811584217,Poorer,NA,NA,NA,2,NA,male,7,2,2,650,NA,13,NA,NA,US,0.526234811584217,0.375,0,13,0,0.276923076923076,0.02,4e-04,NA,49
11706,1,117,0,200,0,200,-0.921871609633743,Poorer,NA,NA,2,1,NA,male,7,2,2,650,NA,13,NA,NA,US,0.921871609633743,0,4,13,0.333333333333333,0.849847264648708,0.02,4e-04,0,49
11706,2,117,0,200,0,200,-1.40917807218775,Poorer,1,1,4,1,NA,male,7,2,2,650,NA,13,2,0.5,US,1.40917807218775,0,4,12,0.363636363636364,1.98578283913478,0.02,4e-04,0,49
11706,3,117,0,200,400,600,-1.12090096348612,Poorer,0,1,3,2,NA,male,7,2,2,650,NA,13,4,1,US,1.12090096348612,0,2,12,0.181818181818182,1.25641896994411,0.06,0.0036,0.04,49
11706,4,117,0,200,300,900,-1.10499686080883,Poorer,0,1,4,1,NA,male,7,2,2,650,NA,13,3,1,US,1.10499686080883,0.0454545454545455,6,12,0.545454545454545,1.22101806239737,0.09,0.0081,0.03,49
11706,5,117,0,200,400,1300,-0.928962168926739,Poorer,0,1,4,2,NA,male,7,2,2,650,NA,13,4,1,US,0.95992757455763,0.136363636363636,2,12,0.181818181818182,0.862970711297071,0.13,0.0169,0.04,49
11706,6,117,0,200,300,1600,-0.626495325199153,Poorer,0,1,2,2,NA,male,7,2,2,650,NA,13,4,0.75,US,0.737053323763709,0.3,1,11,0.1,0.392496392496392,0.16,0.0256,0.03,49
11706,7,117,0,200,100,1700,-0.956023752881416,Poorer,1,1,2,2,NA,male,7,2,2,650,NA,13,2,1,US,1.0054732573408,0.2,0,11,0,0.913981416073467,0.17,0.0289,0.01,49
11706,8,117,0,200,200,1900,-1.01541181966308,Poorer,0,1,2,1,NA,male,7,2,2,650,NA,13,2,1,US,1.02287808304296,0.1,2,11,0.2,1.03106116351149,0.19,0.0361,0.02,49
